Date,AAPL,ABBV,AMD,AVGO,BAC,COST,CRM,CVX,GOOG,GOOGL,HD,JNJ,JPM,KO,LLY,MA,MRK,MSFT,NFLX,NVDA,ORCL,PG,TMO,TSLA,UNH,V,WMT,XOM
2024-01-03 00:00:00+00:00,-0.007487637695727356,0.004004405965824631,-0.02352427813365343,-0.02469187554068142,-0.01091451602057203,-0.009160102355387556,-0.016749375940517286,0.019066101475001096,0.005732261937408056,0.005428141310800161,-0.01976348493753377,0.0062512135613115305,-0.0043584524876792985,0.0023403150144103435,0.04305974063903495,-0.007395342004051675,0.013511159486474966,-0.0007279956308678948,0.003756691068569795,-0.012435676341147728,-0.015375785522127483,-0.006050823025028906,-0.028172445866223583,-0.04013364984377277,0.0049875785706785525,-0.003437981293075598,6.27512452857637e-05,0.008401769401933157
2024-01-04 00:00:00+00:00,-0.01270001064063253,0.006232112502294385,0.005098929539399277,-0.009040307859565666,0.008052561448247397,0.0056771015361059,-0.002382415875712973,-0.01096292057979753,-0.01652892111657922,-0.018211862375331345,0.0009756274274606014,-0.0021121214290827917,0.00663608436582197,-0.003335566110528543,-0.005180498290956792,0.002388029285858906,0.019517417308248186,-0.007177624556500839,0.00937779860189969,0.009018587255635868,0.0012687611541146726,0.005478871499067894,0.016149113575649743,-0.0021807686270334248,0.006254345748335721,0.0063182656017688466,-0.0096672201970599,-0.00871932010348675
2024-01-05 00:00:00+00:00,-0.004013105785357407,0.004211550529130914,0.018895724049820428,0.00025736593282221776,0.018639024787734604,0.01181465090850331,-0.00047771867280954616,-0.001725923838277299,-0.004708775415879551,-0.004839185243064481,0.012847340454016809,0.003112715252713061,0.005017180862054715,-0.0015059988267742686,0.006590712877710514,-0.000833716831878939,0.0017946338673133777,-0.0005162986416117343,-0.0012851367305373174,0.022896670974934308,0.0013647943299783805,-0.00827450687541087,-0.011407639895692823,-0.001849229589212631,-0.014741026338651486,0.00030821359071797616,-0.006655711155393762,0.003029796414139252
2024-01-08 00:00:00+00:00,0.024174893322935098,-0.0043790203803628636,0.05484190174850667,0.024369024083723545,-0.007841954217793101,0.008658431044892279,0.0388260679408583,-0.005983923378292566,0.022854545897859735,0.02291319202964326,0.014550602119211442,0.002482386906162537,-0.0014511008227503508,0.0073739619730452954,0.012092867191444423,0.007689355616782967,0.0013649727353695074,0.01887153125871155,0.023140533428676946,0.06428091934221136,0.01878705531280689,0.008615005600048908,0.019106644362342662,0.012463646412957496,-0.0016002145723985617,0.010974554271012238,0.009827066981680233,-0.016661962159291166
2024-01-09 00:00:00+00:00,-0.0022634134133142636,0.005451363953948185,0.021069927386615506,0.007108049614722889,-0.01551531602649936,0.008296869753302794,0.0018016764650621298,-0.025418101298279483,0.014445406772523262,0.015197416020614973,-0.005000895235781289,0.0006191324894220251,-0.007906077337161643,-0.0018299474901848356,-0.0008785917138847132,0.001469260130555039,0.008945282554304379,0.0029356884573508157,-0.006061485781921783,0.01697518727996772,-0.009841461284060604,0.004102471123245799,0.0008681186068035807,-0.02283214932024613,0.0034480762216257954,0.003009042793781447,0.006698193476138092,-0.01238593953627476
2024-01-10 00:00:00+00:00,0.005671411553801908,0.015895449009069695,-0.004823805756405508,-0.0017737670826329932,-0.0008920814010398015,0.008363591118142555,0.01067578884648146,-0.008235972958178794,0.008698139598563248,0.00943590649632764,0.030647866886256647,0.0014848439730243967,0.0021094680725808335,0.003333276976719146,0.007530194319118166,0.013416931305062496,0.0036307942721924835,0.018574252714124162,-0.00779939387705042,0.022769955276469078,0.006684107779983295,0.004286688834084229,0.003838868860411404,-0.004341182513256769,-0.0013560465198974025,0.004671068259184397,0.012428627602281361,-0.009832436236257625
2024-01-11 00:00:00+00:00,-0.003222518554592657,-0.006731764497869275,-0.0035006667374100076,0.017962802669082123,-0.013392705701440022,0.0012188030304396413,0.027448603355391565,0.005397844329553925,-0.0009040537220016409,-0.0014055903232084166,-0.0007566991321189542,-0.0044480239167752345,-0.004210055168200499,-0.00647836096002985,0.008775121845873368,-0.003619202834933888,-0.003617659295543585,0.004859299794916394,0.02905948781022638,0.008684493609414368,0.008179431802738168,0.0038013726044021645,0.00380552440220705,-0.028725319101363445,0.003794436312278826,-0.002003318445727431,-0.0011159462093293104,-0.0002026707340367917
2024-01-12 00:00:00+00:00,0.0017781028348380357,0.0010479371360352374,-0.009863577028276227,0.007000061693082538,-0.010558156995377543,0.014341321820954711,0.0020267071729485053,0.013697619929410765,0.003967424616110993,0.004011689474434421,-0.002299992829423836,0.007694706513274419,-0.007340068261538324,0.009697276412724554,0.011325743089689366,0.005577443445949903,0.0016887506829650345,0.009983607561774077,-0.0001422248189997255,-0.0020430569644370733,0.01746675623151006,0.0005980905108240453,-0.003076829335770026,-0.036660513098772496,-0.033668058746318175,0.0005301990251591615,0.0013034634845889848,0.012972525331641283
2024-01-16 00:00:00+00:00,-0.012317117456743909,-0.005665072224598444,0.08310595071960769,0.006572398654693279,-0.020731793086263273,-0.0025612897349648334,-0.010076066200590206,-0.024308967878252985,-0.0011092546943159975,-0.0011215342511349258,0.007646661562830115,-0.011515423988383011,-0.006270270151838009,-0.006623566525782665,-0.012987675802732745,-0.001747865077597277,-0.0011801063111600563,0.004633578650815151,-0.022187933490083966,0.030561231677362466,-0.0002813916386217308,-0.005378667992759878,-0.004262207557463871,0.004659894354722027,-0.004525296771297427,0.004050312124179056,0.003161402664520807,-0.022611207550159662
2024-01-17 00:00:00+00:00,-0.0051735432878562415,0.0034678631431377394,0.009008395025177363,-0.010126005504337399,-0.009962589573259018,0.003961872175778369,0.00835827782195353,-0.003966983434700033,-0.008259323017274611,-0.007158331918972083,-0.007616487299693775,-0.0005607641569357336,-0.005357534934953168,0.0,-0.008919454288098816,-0.0021711161317422567,-0.003038303783787666,-0.002049870055126801,-0.0018909560314515073,-0.005835204254819204,-0.0013136506372095624,0.0010016090096236496,-0.005073896917117904,-0.019826295019533036,0.011152816990622316,0.00524065906243254,-0.004696383484810829,-0.007267899197359817
